canonical_product_id,product_cluster_id,canonical_title,brand,species,category,subcategory,life_stage,breed_size,form_factor,flavor,functional_claim,pack_size_value,pack_size_unit,price_per_kg_last,dog_cat_confidence,taxonomy_confidence,first_seen_date,last_seen_date,is_active
abe6b14ee36b6ce1,abe6b14ee36b6ce1,PAWPRO HANDMADE Reflective Pet Collar with Custom ID Tag – Adjustable Collar with Bell for Cats & Small Dogs – Personalized N,pawpro,both,collars_leashes,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
983adbd6bca33322,983adbd6bca33322,"Foodie Puppies Monkey Crinkle Paper Rope Plush Toy for Dogs | Non-Toxic, Soft, Stuffed Interactive Cute Squeaky, Teething Rop",foodie,dog,dog_toys,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
db6d8d4f422b7ec7,db6d8d4f422b7ec7,Drools Adult Dry Dog Food 10kg | Chicken Flavour | Optimum Protein & Energy Ratio | High-Grade Protein with Vitamins & Minera,drools,dog,dog_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
ef82e3c2e9559542,ef82e3c2e9559542,"Super Toy Cute Sleeping Cat Plush Toy with Meow Sound, Kids Gift & Car Dashboard Accessory - 5.7 cm",me-o,cat,cat_toys,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
131c5e189a8f6c38,131c5e189a8f6c38,"Qpets Cat Harness with Leash for Kittens with Quick Release Buckle, Escape-Proof Cute Flower Cat Belt for Outdoor Walking &",qpets,cat,collars_leashes,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
fd2ad4cabbdf393e,fd2ad4cabbdf393e,"Amazon Basics Cat Scratching Pole and Lounge Bed, with Hanging Star and Ball, Natural Jute, Sturdy Wooden Base, 50cm (S)",amazon basics,cat,beds_accessories,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
4b1a2ddbe0b2588c,4b1a2ddbe0b2588c,Me-O meo tuna Tuna 1.2 kg Dry Adult Cat Food,me-o,cat,cat_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
b78cf4954388d007,b78cf4954388d007,"Chappi Adult (1+ Years) Dry Dog Food, Chicken & Rice, 20 kg, Complete and Balanced Food for Adult Dogs",chappi,dog,dog_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
93a80e76cf1bd3c2,93a80e76cf1bd3c2,TrendKart Dog Nail Cutter - Dog Nail Cutter Set - Adult Dog Nail Cutter- Nail Cutter Combo Scissor Nail Clipper,trendkart,dog,grooming,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
01f2079a9d39c93e,01f2079a9d39c93e,SENAPATI 164 cm Dog Cord Leash,senapati,dog,collars_leashes,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
b98171f747d28eb5,b98171f747d28eb5,"ROMSAY Anti-Tick & Flea Shampoo For Dogs & Cats 200ML Pack Of 2 With Bath Brush Flea and Tick, Allergy Relief, Anti-fungal, Anti-itching, Anti-dandruff, Hypoallergenic Fresh Notes, Blueberry Dog Shampoo",romsay,both,health_wellness,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
2e04efb83791fff1,2e04efb83791fff1,"Ceenwes Unisex Low Noise Pet Clippers - Rechargeable Dog Trimmer, Cordless Grooming Tool With Comb Guides, Scissors, Nail Kit",ceenwes,dog,grooming,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
9588280d571bc15b,9588280d571bc15b,Amazon Basics Self Cleaning Slicker Pet Grooming Brush | Dogs and Cats | Rectangular Shape | Blue,amazon basics,both,grooming,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
2731706c8ce9d6fe,2731706c8ce9d6fe,Buraq Escape Proof No Pull Cat Harness with Leash & 2 Pcs Cat Collar Cat Harness & Leash,buraq,cat,collars_leashes,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
c4c5ab9296e7856d,c4c5ab9296e7856d,SENAPATI Combo Dog Chain Leash Collar & Belt Set 1 inch Medium Dog Collar & Chain,senapati,dog,collars_leashes,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
144e537ca66336ae,144e537ca66336ae,"decorvaiz Tail Dog Toys+Dog Chew Toys+Rope Toys+Dog Toys for Small to Medium Dog Cotton, Rubber Ball, Bone, Chew Toy, Rubber Toy, Squeaky Toy, Training Aid, Tug Toy For Dog",decorvaiz,dog,dog_toys,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
58da801ad36d8fd7,58da801ad36d8fd7,Petworld Cat Scratching Inclined Pad,petworld,cat,cat_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
